timestamp_iso,angle,dist_cm,clear,pump_was_running
2026-04-25T16:55:52.295079+00:00,20,999.0,True,True
2026-04-25T16:55:52.780014+00:00,30,999.0,True,True
2026-04-25T16:55:52.860095+00:00,40,999.0,True,True
2026-04-25T16:55:52.860997+00:00,50,999.0,True,True
2026-04-25T16:55:53.168984+00:00,60,999.0,True,True
2026-04-25T16:55:53.202897+00:00,70,999.0,True,True
2026-04-25T16:55:53.380374+00:00,80,999.0,True,True
2026-04-25T16:55:53.786235+00:00,90,999.0,True,True
2026-04-25T16:55:53.879227+00:00,100,999.0,True,True
2026-04-25T16:55:53.988240+00:00,110,999.0,True,True
2026-04-25T16:55:54.034795+00:00,120,999.0,True,True
2026-04-25T16:55:54.313672+00:00,130,999.0,True,True
2026-04-25T16:55:54.408785+00:00,140,999.0,True,True
2026-04-25T16:55:54.719545+00:00,150,999.0,True,True
2026-04-25T16:55:54.909815+00:00,160,999.0,True,True
2026-04-25T16:55:55.228046+00:00,170,999.0,True,True
2026-04-25T16:55:55.318866+00:00,180,999.0,True,True
2026-04-25T16:55:55.319713+00:00,170,999.0,True,True
2026-04-25T16:55:55.621322+00:00,160,999.0,True,True
2026-04-25T16:55:55.622281+00:00,150,999.0,True,True
2026-04-25T16:55:55.840909+00:00,140,999.0,True,True
2026-04-25T16:55:55.970479+00:00,130,999.0,True,True
2026-04-25T16:55:56.160448+00:00,120,999.0,True,True
2026-04-25T16:55:56.486021+00:00,110,999.0,True,True
2026-04-25T16:55:56.540891+00:00,100,999.0,True,True
2026-04-25T16:55:56.749325+00:00,90,999.0,True,True
2026-04-25T16:55:56.852118+00:00,80,999.0,True,True
2026-04-25T16:55:57.001523+00:00,70,999.0,True,True
2026-04-25T16:55:57.569133+00:00,60,999.0,True,True
2026-04-25T16:55:57.626923+00:00,50,999.0,True,True
2026-04-25T16:55:57.628115+00:00,40,999.0,True,True
2026-04-25T16:55:57.798999+00:00,30,999.0,True,True
2026-04-25T16:55:58.210673+00:00,20,999.0,True,True
2026-04-25T16:55:58.703367+00:00,10,999.0,True,True
2026-04-25T16:55:58.704490+00:00,0,999.0,True,True
2026-04-25T17:00:40.914442+00:00,15,1175.0,True,False
2026-04-25T17:00:40.914995+00:00,20,1173.0,True,False
2026-04-25T17:00:41.337389+00:00,25,1173.0,True,False
2026-04-25T17:00:41.338423+00:00,30,1172.0,True,False
2026-04-25T17:00:41.338738+00:00,35,1173.0,True,False
2026-04-25T17:00:41.338979+00:00,40,1173.0,True,False
2026-04-25T17:00:41.339200+00:00,45,1173.0,True,False
2026-04-25T17:00:41.339411+00:00,50,1173.0,True,False
2026-04-25T17:00:41.339635+00:00,55,153.0,True,False
2026-04-25T17:00:41.339850+00:00,60,155.0,True,False
2026-04-25T17:00:41.340065+00:00,65,153.0,True,False
2026-04-25T17:00:41.531317+00:00,70,152.0,True,False
2026-04-25T17:00:41.531839+00:00,75,30.0,False,False
2026-04-25T17:02:28.129595+00:00,15,1176.0,True,False
2026-04-25T17:02:28.189843+00:00,20,1173.0,True,False
2026-04-25T17:02:28.190415+00:00,25,1173.0,True,False
2026-04-25T17:02:28.645265+00:00,30,1173.0,True,False
2026-04-25T17:02:28.645842+00:00,35,1173.0,True,False
2026-04-25T17:02:28.646143+00:00,40,72.0,True,False
2026-04-25T17:02:28.851097+00:00,45,1172.0,True,False
2026-04-25T17:02:28.851999+00:00,50,1172.0,True,False
2026-04-25T17:02:28.852368+00:00,55,155.0,True,False
2026-04-25T17:02:28.852652+00:00,60,154.0,True,False
2026-04-25T17:02:28.852883+00:00,65,153.0,True,False
2026-04-25T17:02:29.050638+00:00,70,152.0,True,False
2026-04-25T17:02:29.051248+00:00,75,153.0,True,False
2026-04-25T17:02:29.051570+00:00,80,152.0,True,False
2026-04-25T17:02:29.051815+00:00,85,29.0,False,False
2026-04-25T17:03:34.382383+00:00,15,174.0,True,False
2026-04-25T17:03:34.488268+00:00,20,175.0,True,False
2026-04-25T17:03:34.488955+00:00,25,176.0,True,False
2026-04-25T17:03:34.694960+00:00,30,174.0,True,False
2026-04-25T17:03:34.695790+00:00,35,174.0,True,False
2026-04-25T17:03:34.696054+00:00,40,174.0,True,False
2026-04-25T17:03:34.696294+00:00,45,175.0,True,False
2026-04-25T17:03:35.302801+00:00,50,176.0,True,False
2026-04-25T17:03:35.303352+00:00,55,177.0,True,False
2026-04-25T17:03:35.303600+00:00,60,177.0,True,False
2026-04-25T17:03:35.514067+00:00,65,178.0,True,False
2026-04-25T17:03:35.514549+00:00,70,1172.0,True,False
2026-04-25T17:03:35.514809+00:00,75,1173.0,True,False
2026-04-25T17:03:35.515072+00:00,80,1172.0,True,False
2026-04-25T17:03:35.515298+00:00,85,1173.0,True,False
2026-04-25T17:03:35.515513+00:00,90,1173.0,True,False
2026-04-25T17:03:35.516071+00:00,95,1172.0,True,False
2026-04-25T17:03:35.730591+00:00,100,1173.0,True,False
2026-04-25T17:03:35.731549+00:00,105,1172.0,True,False
2026-04-25T17:03:36.227629+00:00,110,1173.0,True,False
2026-04-25T17:03:36.228164+00:00,115,1172.0,True,False
2026-04-25T17:03:36.228417+00:00,120,1172.0,True,False
2026-04-25T17:03:36.434879+00:00,125,107.0,True,False
2026-04-25T17:03:36.435424+00:00,130,106.0,True,False
2026-04-25T17:03:36.435680+00:00,135,106.0,True,False
2026-04-25T17:03:36.435949+00:00,140,106.0,True,False
2026-04-25T17:03:36.436199+00:00,145,105.0,True,False
2026-04-25T17:03:36.436446+00:00,150,104.0,True,False
2026-04-25T17:03:36.436659+00:00,155,105.0,True,False
2026-04-25T17:03:36.436879+00:00,160,106.0,True,False
2026-04-25T17:03:36.638432+00:00,165,28.0,False,False
2026-04-25T17:05:08.288376+00:00,15,173.0,True,False
2026-04-25T17:05:08.709330+00:00,20,173.0,True,False
2026-04-25T17:05:08.709869+00:00,25,173.0,True,False
2026-04-25T17:05:08.710131+00:00,30,173.0,True,False
2026-04-25T17:05:08.710361+00:00,35,174.0,True,False
2026-04-25T17:05:08.710586+00:00,40,173.0,True,False
2026-04-25T17:05:09.003555+00:00,45,174.0,True,False
2026-04-25T17:05:09.004503+00:00,50,173.0,True,False
2026-04-25T17:05:09.004763+00:00,55,172.0,True,False
2026-04-25T17:05:09.005012+00:00,60,174.0,True,False
2026-04-25T17:05:09.005246+00:00,65,173.0,True,False
2026-04-25T17:05:09.005522+00:00,70,173.0,True,False
2026-04-25T17:05:09.005746+00:00,75,173.0,True,False
2026-04-25T17:05:09.309110+00:00,80,172.0,True,False
2026-04-25T17:05:09.309592+00:00,85,173.0,True,False
2026-04-25T17:05:09.309894+00:00,90,173.0,True,False
2026-04-25T17:05:09.310145+00:00,95,173.0,True,False
2026-04-25T17:05:09.310739+00:00,100,1172.0,True,False
2026-04-25T17:05:09.310975+00:00,105,172.0,True,False
2026-04-25T17:05:09.639140+00:00,110,172.0,True,False
2026-04-25T17:05:09.640093+00:00,115,171.0,True,False
2026-04-25T17:05:09.640353+00:00,120,172.0,True,False
2026-04-25T17:05:09.640581+00:00,125,171.0,True,False
2026-04-25T17:05:09.640798+00:00,130,171.0,True,False
2026-04-25T17:05:09.641013+00:00,135,172.0,True,False
2026-04-25T17:05:10.039424+00:00,140,172.0,True,False
2026-04-25T17:05:10.039992+00:00,145,172.0,True,False
2026-04-25T17:05:10.040330+00:00,150,172.0,True,False
2026-04-25T17:05:10.332731+00:00,155,171.0,True,False
2026-04-25T17:05:10.333241+00:00,160,171.0,True,False
2026-04-25T17:05:10.333503+00:00,165,170.0,True,False
2026-04-25T17:05:10.333737+00:00,165,172.0,True,False
2026-04-25T17:05:10.333963+00:00,160,169.0,True,False
2026-04-25T17:05:10.334188+00:00,155,170.0,True,False
2026-04-25T17:05:10.538355+00:00,150,169.0,True,False
2026-04-25T17:05:10.538903+00:00,145,168.0,True,False
2026-04-25T17:05:10.539148+00:00,140,168.0,True,False
2026-04-25T17:05:10.539376+00:00,135,170.0,True,False
2026-04-25T17:05:10.539635+00:00,130,170.0,True,False
2026-04-25T17:05:10.803118+00:00,125,171.0,True,False
2026-04-25T17:05:10.803946+00:00,120,171.0,True,False
2026-04-25T17:05:10.804229+00:00,115,170.0,True,False
2026-04-25T17:05:11.166847+00:00,110,170.0,True,False
2026-04-25T17:05:11.167693+00:00,105,172.0,True,False
2026-04-25T17:05:11.167947+00:00,100,173.0,True,False
2026-04-25T17:05:11.168197+00:00,95,173.0,True,False
2026-04-25T17:05:11.539644+00:00,90,1172.0,True,False
2026-04-25T17:05:11.540199+00:00,85,1173.0,True,False
2026-04-25T17:05:11.540462+00:00,80,1172.0,True,False
2026-04-25T17:05:11.540694+00:00,75,173.0,True,False
2026-04-25T17:05:11.540923+00:00,70,173.0,True,False
2026-04-25T17:05:11.774177+00:00,65,173.0,True,False
2026-04-25T17:05:11.774723+00:00,60,173.0,True,False
2026-04-25T17:05:11.774994+00:00,55,174.0,True,False
2026-04-25T17:05:11.775234+00:00,50,173.0,True,False
2026-04-25T17:05:11.775463+00:00,45,173.0,True,False
2026-04-25T17:05:11.775737+00:00,40,173.0,True,False
2026-04-25T17:05:12.082569+00:00,35,173.0,True,False
2026-04-25T17:05:12.083101+00:00,30,173.0,True,False
2026-04-25T17:05:12.083350+00:00,25,174.0,True,False
2026-04-25T17:05:12.083586+00:00,20,174.0,True,False
2026-04-25T17:05:12.083802+00:00,15,174.0,True,False
2026-04-25T17:05:12.513405+00:00,15,173.0,True,True
2026-04-25T17:05:12.514216+00:00,20,174.0,True,True
2026-04-25T17:05:12.514607+00:00,25,174.0,True,True
2026-04-25T17:05:12.514878+00:00,30,174.0,True,True
2026-04-25T17:05:12.792835+00:00,35,174.0,True,True
2026-04-25T17:05:12.793562+00:00,40,174.0,True,True
2026-04-25T17:05:12.793858+00:00,45,173.0,True,True
2026-04-25T17:05:12.794090+00:00,50,174.0,True,True
2026-04-25T17:05:12.794301+00:00,55,176.0,True,True
2026-04-25T17:05:12.794511+00:00,60,175.0,True,True
2026-04-25T17:05:12.794718+00:00,65,174.0,True,True
2026-04-25T17:05:13.098235+00:00,70,174.0,True,True
2026-04-25T17:05:13.098755+00:00,75,175.0,True,True
2026-04-25T17:05:13.099009+00:00,80,175.0,True,True
2026-04-25T17:05:13.625563+00:00,85,178.0,True,True
2026-04-25T17:05:13.626113+00:00,90,101.0,True,True
2026-04-25T17:05:13.626361+00:00,95,1172.0,True,True
2026-04-25T17:05:13.626590+00:00,100,104.0,True,True
2026-04-25T17:05:13.626805+00:00,105,73.0,True,True
2026-04-25T17:05:13.627024+00:00,110,71.0,True,True
2026-04-25T17:05:13.627358+00:00,115,70.0,True,True
2026-04-25T17:05:13.627634+00:00,120,70.0,True,True
2026-04-25T17:05:14.247351+00:00,125,68.0,True,True
2026-04-25T17:05:14.247887+00:00,130,66.0,True,True
2026-04-25T17:05:14.248182+00:00,135,59.0,True,True
2026-04-25T17:05:14.248419+00:00,140,67.0,True,True
2026-04-25T17:05:14.248685+00:00,145,51.0,True,True
2026-04-25T17:05:14.248931+00:00,150,44.0,False,True
2026-04-25T17:07:06.718075+00:00,15,173.0,True,False
2026-04-25T17:07:06.808287+00:00,20,173.0,True,False
2026-04-25T17:07:06.808832+00:00,25,173.0,True,False
2026-04-25T17:07:07.003246+00:00,30,174.0,True,False
2026-04-25T17:07:07.003882+00:00,35,104.0,True,False
2026-04-25T17:07:07.181234+00:00,40,105.0,True,False
2026-04-25T17:07:07.181767+00:00,45,104.0,True,False
2026-04-25T17:07:07.182039+00:00,50,103.0,True,False
2026-04-25T17:07:07.487962+00:00,55,101.0,True,False
2026-04-25T17:07:07.488518+00:00,60,86.0,True,False
2026-04-25T17:07:07.488784+00:00,65,71.0,True,False
2026-04-25T17:07:07.489013+00:00,70,70.0,True,False
2026-04-25T17:07:07.693668+00:00,75,85.0,True,False
2026-04-25T17:07:07.694183+00:00,80,86.0,True,False
2026-04-25T17:07:07.694450+00:00,85,93.0,True,False
2026-04-25T17:07:07.694684+00:00,90,87.0,True,False
2026-04-25T17:07:07.892172+00:00,95,99.0,True,False
2026-04-25T17:07:07.892949+00:00,100,99.0,True,False
2026-04-25T17:07:07.893196+00:00,105,87.0,True,False
2026-04-25T17:07:08.209837+00:00,110,84.0,True,False
2026-04-25T17:07:08.210636+00:00,115,75.0,True,False
2026-04-25T17:07:08.211386+00:00,120,72.0,True,False
2026-04-25T17:07:08.211671+00:00,125,73.0,True,False
2026-04-25T17:07:08.369398+00:00,130,38.0,False,False
2026-04-25T17:12:27.898427+00:00,15,69.0,True,False
2026-04-25T17:12:27.899003+00:00,20,67.0,True,False
2026-04-25T17:12:27.899334+00:00,25,68.0,True,False
2026-04-25T17:12:27.899598+00:00,30,70.0,True,False
2026-04-25T17:12:27.899854+00:00,35,172.0,True,False
2026-04-25T17:12:27.900103+00:00,40,171.0,True,False
2026-04-25T17:12:27.900351+00:00,45,172.0,True,False
2026-04-25T17:12:28.207141+00:00,50,171.0,True,False
2026-04-25T17:12:28.207738+00:00,55,68.0,True,False
2026-04-25T17:12:28.208068+00:00,60,171.0,True,False
2026-04-25T17:12:28.208464+00:00,65,68.0,True,False
2026-04-25T17:12:28.208769+00:00,70,172.0,True,False
2026-04-25T17:12:28.343176+00:00,75,171.0,True,False
2026-04-25T17:12:28.343791+00:00,80,171.0,True,False
2026-04-25T17:12:28.624951+00:00,85,172.0,True,False
2026-04-25T17:12:28.625603+00:00,90,171.0,True,False
2026-04-25T17:12:28.626323+00:00,95,172.0,True,False
2026-04-25T17:12:28.626607+00:00,100,171.0,True,False
2026-04-25T17:12:28.926196+00:00,105,171.0,True,False
2026-04-25T17:12:28.927126+00:00,110,171.0,True,False
2026-04-25T17:12:28.927530+00:00,115,172.0,True,False
2026-04-25T17:12:29.335752+00:00,120,173.0,True,False
2026-04-25T17:12:29.336475+00:00,125,172.0,True,False
2026-04-25T17:12:29.336727+00:00,130,171.0,True,False
2026-04-25T17:12:29.337052+00:00,135,172.0,True,False
2026-04-25T17:12:29.337352+00:00,140,172.0,True,False
2026-04-25T17:12:29.337597+00:00,145,172.0,True,False
2026-04-25T17:12:29.337840+00:00,150,173.0,True,False
2026-04-25T17:12:29.749629+00:00,155,172.0,True,False
2026-04-25T17:12:29.750474+00:00,160,173.0,True,False
2026-04-25T17:12:29.750725+00:00,165,173.0,True,False
2026-04-25T17:12:29.750994+00:00,165,175.0,True,False
2026-04-25T17:12:29.962373+00:00,160,173.0,True,False
2026-04-25T17:12:29.962924+00:00,155,172.0,True,False
2026-04-25T17:12:29.963173+00:00,150,67.0,True,False
2026-04-25T17:12:29.963440+00:00,145,173.0,True,False
2026-04-25T17:12:29.963664+00:00,140,64.0,True,False
2026-04-25T17:12:29.963878+00:00,135,64.0,True,False
2026-04-25T17:12:29.964097+00:00,130,64.0,True,False
2026-04-25T17:12:30.272093+00:00,125,66.0,True,False
2026-04-25T17:12:30.273163+00:00,120,173.0,True,False
2026-04-25T17:12:30.273457+00:00,115,171.0,True,False
2026-04-25T17:12:30.465897+00:00,110,68.0,True,False
2026-04-25T17:12:30.466874+00:00,105,173.0,True,False
2026-04-25T17:12:30.467160+00:00,100,171.0,True,False
2026-04-25T17:12:30.467400+00:00,95,170.0,True,False
2026-04-25T17:12:30.467626+00:00,90,170.0,True,False
2026-04-25T17:12:30.871436+00:00,85,171.0,True,False
2026-04-25T17:12:30.872281+00:00,80,170.0,True,False
2026-04-25T17:12:30.872560+00:00,75,170.0,True,False
2026-04-25T17:12:30.872814+00:00,70,170.0,True,False
2026-04-25T17:12:30.873059+00:00,65,171.0,True,False
2026-04-25T17:12:31.279365+00:00,60,170.0,True,False
2026-04-25T17:12:31.279886+00:00,55,170.0,True,False
2026-04-25T17:12:31.280145+00:00,50,68.0,True,False
2026-04-25T17:12:31.280597+00:00,45,69.0,True,False
2026-04-25T17:12:31.528354+00:00,40,171.0,True,False
2026-04-25T17:12:31.529300+00:00,35,171.0,True,False
2026-04-25T17:12:31.530142+00:00,30,170.0,True,False
2026-04-25T17:12:31.530475+00:00,25,171.0,True,False
2026-04-25T17:12:31.530713+00:00,20,71.0,True,False
2026-04-25T17:12:31.530928+00:00,15,65.0,True,False
2026-04-25T17:12:31.752200+00:00,15,170.0,True,True
2026-04-25T17:12:31.753083+00:00,20,67.0,True,True
2026-04-25T17:12:31.753334+00:00,25,171.0,True,True
2026-04-25T17:12:31.753733+00:00,30,170.0,True,True
2026-04-25T17:12:31.754004+00:00,35,170.0,True,True
2026-04-25T17:12:32.322450+00:00,40,170.0,True,True
2026-04-25T17:12:32.323469+00:00,45,171.0,True,True
2026-04-25T17:12:32.324217+00:00,50,171.0,True,True
2026-04-25T17:12:32.324468+00:00,55,171.0,True,True
2026-04-25T17:12:32.324693+00:00,60,171.0,True,True
2026-04-25T17:12:32.324909+00:00,65,170.0,True,True
2026-04-25T17:12:32.446266+00:00,70,170.0,True,True
2026-04-25T17:12:32.447152+00:00,75,170.0,True,True
2026-04-25T17:12:32.447628+00:00,80,171.0,True,True
2026-04-25T17:12:32.447848+00:00,85,171.0,True,True
2026-04-25T17:12:32.448063+00:00,90,170.0,True,True
2026-04-25T17:12:32.643501+00:00,95,171.0,True,True
2026-04-25T17:12:32.644190+00:00,100,170.0,True,True
2026-04-25T17:12:32.644469+00:00,105,171.0,True,True
2026-04-25T17:12:33.038785+00:00,110,171.0,True,True
2026-04-25T17:12:33.039404+00:00,115,171.0,True,True
2026-04-25T17:12:33.039674+00:00,120,170.0,True,True
2026-04-25T17:12:33.039923+00:00,125,171.0,True,True
2026-04-25T17:12:33.432175+00:00,130,172.0,True,True
2026-04-25T17:12:33.433148+00:00,135,171.0,True,True
2026-04-25T17:12:33.434092+00:00,140,171.0,True,True
2026-04-25T17:12:33.434468+00:00,145,170.0,True,True
2026-04-25T17:12:33.434735+00:00,150,171.0,True,True
2026-04-25T17:12:33.434961+00:00,155,172.0,True,True
2026-04-25T17:12:33.435182+00:00,160,171.0,True,True
2026-04-25T17:12:33.435396+00:00,165,171.0,True,True
2026-04-25T17:12:34.206968+00:00,160,175.0,True,True
2026-04-25T17:12:34.207777+00:00,155,171.0,True,True
2026-04-25T17:12:34.208030+00:00,150,171.0,True,True
2026-04-25T17:12:34.208417+00:00,145,171.0,True,True
2026-04-25T17:12:34.208699+00:00,140,170.0,True,True
2026-04-25T17:12:34.208928+00:00,135,170.0,True,True
2026-04-25T17:12:34.659707+00:00,130,171.0,True,True
2026-04-25T17:12:34.660249+00:00,125,170.0,True,True
2026-04-25T17:12:34.660498+00:00,120,170.0,True,True
2026-04-25T17:12:34.660729+00:00,115,170.0,True,True
2026-04-25T17:12:34.660960+00:00,110,170.0,True,True
2026-04-25T17:12:34.661172+00:00,105,170.0,True,True
2026-04-25T17:12:34.661378+00:00,100,171.0,True,True
2026-04-25T17:12:34.661580+00:00,95,170.0,True,True
2026-04-25T17:12:34.661799+00:00,90,171.0,True,True
2026-04-25T17:12:34.662054+00:00,85,172.0,True,True
2026-04-25T17:12:34.662274+00:00,80,170.0,True,True
2026-04-25T17:12:34.662493+00:00,75,170.0,True,True
2026-04-25T17:12:34.662708+00:00,70,170.0,True,True
2026-04-25T17:12:35.078864+00:00,65,171.0,True,True
2026-04-25T17:12:35.079372+00:00,60,170.0,True,True
2026-04-25T17:12:35.079617+00:00,55,170.0,True,True
2026-04-25T17:12:35.079843+00:00,50,169.0,True,True
2026-04-25T17:12:35.494422+00:00,45,170.0,True,True
2026-04-25T17:12:35.494981+00:00,40,170.0,True,True
2026-04-25T17:12:35.495233+00:00,35,170.0,True,True
2026-04-25T17:12:35.495456+00:00,30,170.0,True,True
2026-04-25T17:12:35.495673+00:00,25,71.0,True,True
2026-04-25T17:12:35.788326+00:00,20,70.0,True,True
2026-04-25T17:12:35.788846+00:00,15,70.0,True,True
2026-04-25T17:12:35.789098+00:00,20,171.0,True,True
2026-04-25T17:12:35.789320+00:00,25,171.0,True,True
2026-04-25T17:12:35.789637+00:00,30,171.0,True,True
2026-04-25T17:12:35.789932+00:00,35,171.0,True,True
2026-04-25T17:12:35.790163+00:00,40,172.0,True,True
2026-04-25T17:12:35.790398+00:00,45,171.0,True,True
2026-04-25T17:12:36.116229+00:00,50,171.0,True,True
2026-04-25T17:12:36.117181+00:00,55,170.0,True,True
2026-04-25T17:12:36.118025+00:00,60,170.0,True,True
2026-04-25T17:12:36.118336+00:00,65,170.0,True,True
2026-04-25T17:12:36.330776+00:00,70,171.0,True,True
2026-04-25T17:12:36.331694+00:00,75,171.0,True,True
2026-04-25T17:12:36.332077+00:00,80,170.0,True,True
2026-04-25T17:12:36.332295+00:00,85,170.0,True,True
2026-04-25T17:12:36.332512+00:00,90,170.0,True,True
2026-04-25T17:12:36.494819+00:00,95,171.0,True,True
2026-04-25T17:12:36.495679+00:00,100,170.0,True,True
2026-04-25T17:12:36.495932+00:00,105,172.0,True,True
2026-04-25T17:12:37.036551+00:00,110,171.0,True,True
2026-04-25T17:12:37.037427+00:00,115,171.0,True,True
2026-04-25T17:12:37.037691+00:00,120,171.0,True,True
2026-04-25T17:12:37.037949+00:00,125,171.0,True,True
2026-04-25T17:12:37.555764+00:00,130,171.0,True,True
2026-04-25T17:12:37.556724+00:00,135,172.0,True,True
2026-04-25T17:12:37.557299+00:00,140,172.0,True,True
2026-04-25T17:12:37.557524+00:00,145,198.0,True,True
2026-04-25T17:12:37.557739+00:00,150,197.0,True,True
2026-04-25T17:12:37.557994+00:00,155,196.0,True,True
2026-04-25T17:12:37.558208+00:00,160,100.0,True,True
2026-04-25T17:12:37.905392+00:00,165,91.0,True,True
2026-04-25T17:12:37.905924+00:00,160,99.0,True,True
2026-04-25T17:12:37.906179+00:00,155,91.0,True,True
2026-04-25T17:12:37.906413+00:00,150,174.0,True,True
2026-04-25T17:12:37.906646+00:00,145,172.0,True,True
2026-04-25T17:12:37.906872+00:00,140,172.0,True,True
2026-04-25T17:14:29.147472+00:00,15,4.0,False,False
2026-04-25T17:16:30.759116+00:00,15,6.0,False,False
2026-04-25T17:18:30.827213+00:00,15,5.0,False,False
2026-04-25T17:23:01.672435+00:00,15,62.0,True,False
2026-04-25T17:23:01.887640+00:00,195,44.0,False,False
2026-04-25T17:27:14.276459+00:00,15,166.0,True,False
2026-04-25T17:27:14.374357+00:00,195,41.0,True,False
2026-04-25T17:27:14.375267+00:00,20,56.0,True,False
2026-04-25T17:27:14.376281+00:00,200,38.0,True,False
2026-04-25T17:27:14.903269+00:00,25,57.0,True,False
2026-04-25T17:27:14.904612+00:00,205,35.0,True,False
2026-04-25T17:27:14.905457+00:00,30,129.0,True,False
2026-04-25T17:27:14.905985+00:00,210,35.0,True,False
2026-04-25T17:27:14.906499+00:00,35,58.0,True,False
2026-04-25T17:27:16.445783+00:00,215,36.0,True,False
2026-04-25T17:27:16.447389+00:00,40,56.0,True,False
2026-04-25T17:27:16.448693+00:00,220,34.0,True,False
2026-04-25T17:27:16.449284+00:00,45,0.0,True,False
2026-04-25T17:27:17.467319+00:00,225,34.0,True,False
2026-04-25T17:27:17.468680+00:00,50,56.0,True,False
2026-04-25T17:27:17.469671+00:00,230,33.0,True,False
2026-04-25T17:27:17.470421+00:00,55,54.0,True,False
